,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
56,     Workers' compensation,"14,310,411",0,"5,630",0,"19,987","1,461,507","653,357","32,577",0,0,"213,777",0,0,"225,203","43,440","5,837","10,683",0,"302,227","73,766","11,450","27,720","92,323","13,330","66,084","5,637","99,728","177,496",46,0,0,"253,637","13,534","3,089,954",0,"235,159","2,045,705",0,"640,505","162,755","17,398","75,661","3,622",0,"1,425,513","16,080",0,"2,284","2,414,995","85,725",0,"286,079"
57,     Other insurance trust revenue,"8,991,087",0,0,0,0,"7,447,390","1,712",0,0,0,0,"115,604",0,0,274,0,0,0,0,"155,218",0,"95,182","465,925",0,0,0,0,0,0,0,0,"518,095",0,0,0,0,0,0,0,0,"191,687",0,0,0,0,0,0,0,0,0,0,0
58,           Expenditure1,"3,989,190,529","50,171,679","14,942,322","66,463,126","28,818,656","644,297,062","66,692,960","43,181,744","12,796,810","19,963,691","199,703,810","92,452,065","18,705,189","15,285,648","154,759,722","64,835,526","37,401,398","31,697,539","46,813,863","51,085,532","13,937,134","75,186,042","98,844,225","108,916,609","72,053,084","30,735,206","59,616,777","11,400,424","23,928,212","29,917,242","13,314,571","121,027,097","25,727,674","375,085,739","102,481,016","10,260,470","135,888,309","36,260,397","60,033,050","160,269,497","13,665,304","52,920,223","8,288,552","65,864,949","294,414,566","35,338,776","8,243,808","91,152,965","100,959,200","18,722,939","64,681,357","9,986,772"
59,By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,     Intergovernmental expenditure1,"3,149,205",0,0,0,156,"2,866,190","2,061",0,991,0,0,0,402,0,"19,715",355,0,835,0,0,0,0,"1,468","7,615",640,0,"5,733",0,0,"1,759",0,"14,000",0,0,0,0,"18,042","43,507",0,"119,689","19,038",0,0,0,0,270,0,145,0,0,0,"26,594"
61,     Direct expenditure,"3,986,041,324","50,171,679","14,942,322","66,463,126","28,818,500","641,430,872","66,690,899","43,181,744","12,795,819","19,963,691","199,703,810","92,452,065","18,704,787","15,285,648","154,740,007","64,835,171","37,401,398","31,696,704","46,813,863","51,085,532","13,937,134","75,186,042","98,842,757","108,908,994","72,052,444","30,735,206","59,611,044","11,400,424","23,928,212","29,915,483","13,314,571","121,013,097","25,727,674","375,085,739","102,481,016","10,260,470","135,870,267","36,216,890","60,033,050","160,149,808","13,646,266","52,920,223","8,288,552","65,864,949","294,414,566","35,338,506","8,243,808","91,152,820","100,959,200","18,722,939","64,681,357","9,960,178"
62,          Current operations,"3,004,036,503","39,425,885","10,941,545","49,731,069","22,869,067","483,411,488","48,706,671","30,283,963","9,796,938","13,709,160","155,156,604","70,467,329","13,566,118","11,712,472","108,767,417","51,141,856","28,804,075","25,360,449","34,949,618","39,498,090","11,399,495","58,296,082","76,694,318","85,303,885","54,465,199","24,414,335","45,937,104","8,692,559","18,588,796","20,729,947","10,831,517","93,013,360","20,092,181","276,224,812","79,947,880","7,450,409","100,310,890","27,555,740","45,714,724","121,424,262","10,390,651","40,872,476","6,125,528","52,651,957","209,626,257","26,445,531","6,895,569","69,882,140","74,060,238","14,779,387","49,143,256","7,776,205"
63,          Capital outlay,"414,032,616","4,836,918","2,046,155","7,226,185","2,664,392","53,783,097","7,893,314","3,908,508","1,441,028","4,038,963","23,629,167","9,657,864","2,941,803","1,837,529","13,817,314","7,333,428","4,509,299","3,272,258","4,404,654","4,336,861","988,610","6,730,461","7,824,042","8,174,893","8,106,543","2,370,946","4,859,651","1,252,698","3,337,770","4,416,741","907,907","7,505,445","2,176,792","38,123,855","11,727,520","1,671,254","12,125,700","4,543,962","6,125,404","16,054,273","970,188","5,611,341","1,130,771","6,087,494","47,332,619","5,399,132","589,136","10,733,177","14,349,989","1,488,097","6,516,657","1,220,813"
64,               Construction,"334,187,294","3,779,654","1,681,893","5,475,716","2,232,980","45,038,608","6,339,132","3,343,536","1,217,124","2,925,918","18,164,512","7,991,180","2,014,342","1,421,110","10,277,286","5,680,658","3,841,998","2,484,386","3,160,696","3,671,538","849,104","5,688,252","5,311,093","5,459,701","5,783,363","1,870,328","3,830,809","1,066,669","2,483,988","3,836,185","706,398","6,196,253","1,775,744","34,304,112","9,664,092","1,469,502","9,779,173","3,309,288","5,425,347","12,663,259","809,982","4,484,494","968,901","4,486,789","38,899,526","4,052,698","450,402","9,039,276","11,237,569","1,237,012","5,396,480","909,240"
65,               Other capital outlay,"79,845,322","1,057,264","364,262","1,750,469","431,412","8,744,489","1,554,182","564,972","223,904","1,113,045","5,464,655","1,666,683","927,461","416,418","3,540,028","1,652,770","667,300","787,872","1,243,958","665,323","139,506","1,042,209","2,512,949","2,715,193","2,323,180","500,618","1,028,842","186,028","853,781","580,557","201,508","1,309,192","401,048","3,819,743","2,063,428","201,751","2,346,527","1,234,675","700,057","3,391,014","160,206","1,126,848","161,869","1,600,705","8,433,093","1,346,434","138,735","1,693,902","3,112,420","251,085","1,120,177","311,573"
66,          Assistance and subsidies,"66,483,010","1,000,561","154,941","2,907,471","490,659","12,941,020","1,006,718","515,035","390,149","903,694","2,751,668","1,428,183","147,662","182,366","1,377,327","1,468,725","627,499","219,794","1,190,641","743,015","188,590","1,521,703","1,084,666","1,658,076","1,542,552","427,692","687,061","96,855","204,725","624,857","258,749","2,616,517","262,613","4,755,241","1,902,076","130,975","1,970,854","645,193","544,147","2,806,878","176,036","1,327,314","155,733","1,445,369","3,784,255","809,329","184,356","1,418,703","1,312,403","338,479","1,109,768","44,117"
67,          Interest on debt,"129,175,050","1,094,555","335,174","1,531,450","556,539","20,093,994","2,744,746","2,539,052","311,996","712,862","4,607,523","2,433,745","403,508","271,813","8,343,436","2,068,164","631,304","757,159","1,429,196","1,302,641","249,414","2,442,298","3,685,065","3,554,847","1,836,473","568,909","2,094,648","218,405","526,099","1,201,190","436,843","3,621,734","632,089","17,837,818","2,283,018","316,737","3,605,476","636,580","1,412,918","4,673,553","524,360","1,418,186","220,779","1,951,840","12,125,125","820,910","109,873","2,545,587","3,638,361","412,264","1,335,322","69,472"
68,          Insurance benefits and repayments,"372,314,145","3,813,760","1,464,508","5,066,951","2,237,843","71,201,273","6,339,450","5,935,186","855,708","599,012","13,558,849","8,464,945","1,645,696","1,281,468","22,434,512","2,822,998","2,829,221","2,087,044","4,839,754","5,204,925","1,111,024","6,195,498","9,554,666","10,217,293","6,101,677","2,953,324","6,032,581","1,139,907","1,270,822","2,942,747","879,556","14,256,041","2,564,000","38,144,012","6,620,523","691,095","17,857,347","2,835,416","6,235,856","15,190,843","1,585,030","3,690,905","655,741","3,728,289","21,546,311","1,863,604","464,874","6,573,213","7,598,210","1,704,713","6,576,354","849,572"
69,          Exhibit: Salaries and wages,"1,034,939,543","14,178,584","3,593,367","16,396,868","7,891,421","159,228,435","18,861,417","12,548,834","3,074,207","4,260,008","48,142,638","26,560,171","4,745,223","4,495,846","40,714,007","16,558,760","10,842,683","9,971,040","11,424,158","12,386,646","3,542,948","20,713,840","23,739,715","26,911,657","19,322,223","8,202,195","15,264,210","3,019,472","6,969,529","7,540,221","3,945,023","35,286,204","6,290,814","93,816,487","30,017,889","2,631,986","33,333,531","10,001,499","13,850,133","35,182,518","3,360,265","13,810,038","2,344,419","16,621,135","82,261,542","9,070,005","2,239,802","26,143,701","29,603,777","4,592,682","16,623,891","2,811,879"
70,Direct expenditure by function,"3,986,041,324","50,171,679","14,942,322","66,463,126","28,818,500","641,430,872","66,690,899","43,181,744","12,795,819","19,963,691","199,703,810","92,452,065","18,704,787","15,285,648","154,740,007","64,835,171","37,401,398","31,696,704","46,813,863","51,085,532","13,937,134","75,186,042","98,842,757","108,908,994","72,052,444","30,735,206","59,611,044","11,400,424","23,928,212","29,915,483","13,314,571","121,013,097","25,727,674","375,085,739","102,481,016","10,260,470","135,870,267","36,216,890","60,033,050","160,149,808","13,646,266","52,920,223","8,288,552","65,864,949","294,414,566","35,338,506","8,243,808","91,152,820","100,959,200","18,722,939","64,681,357","9,960,178"
71,     Direct general expenditure,"3,356,636,605","42,702,971","12,824,586","55,184,046","25,564,777","522,320,529","55,946,227","35,813,834","11,353,649","14,732,503","173,246,949","77,624,708","15,801,837","13,616,097","123,762,285","59,262,253","33,019,120","27,994,255","39,891,039","44,534,336","12,495,994","65,036,066","82,785,254","93,622,850","62,564,058","26,562,892","50,784,953","9,921,783","18,330,974","25,324,609","11,707,849","102,644,038","22,318,376","304,536,410","90,362,045","9,104,216","113,226,728","31,127,233","50,585,202","137,829,919","11,706,274","45,613,000","7,244,228","51,739,160","252,319,920","30,681,009","7,424,889","80,363,082","82,383,421","16,579,394","55,748,241","8,766,538"
72,          Capital outlay,"356,768,467","4,433,253","1,903,190","5,431,922","2,467,028","43,046,701","6,767,090","3,687,695","1,380,460","1,723,923","20,480,361","8,581,050","2,289,044","1,791,773","12,118,948","6,972,719","4,289,667","3,037,221","4,071,958","4,233,489","957,638","5,793,817","6,187,473","7,350,664","7,532,123","2,254,032","4,515,631","1,156,272","2,543,718","4,002,079","871,871","6,655,896","2,034,686","29,604,609","10,895,265","1,467,577","11,420,025","4,074,110","5,410,391","14,820,904","886,171","5,026,074","1,067,289","5,074,506","41,659,246","5,003,346","555,410","9,556,392","10,698,974","1,418,249","6,404,130","1,162,407"
73,          Other direct general expenditure,"2,999,868,138","38,269,717","10,921,396","49,752,124","23,097,750","479,273,827","49,179,136","32,126,138","9,973,189","13,008,580","152,766,589","69,043,658","13,512,793","11,824,325","111,643,337","52,289,534","28,729,453","24,957,034","35,819,082","40,300,847","11,538,357","59,242,249","76,597,781","86,272,186","55,031,935","24,308,861","46,269,322","8,765,511","15,787,256","21,322,530","10,835,978","95,988,142","20,283,691","274,931,801","79,466,780","7,636,639","101,806,703","27,053,123","45,174,811","123,009,014","10,820,103","40,586,926","6,176,939","46,664,654","210,660,674","25,677,663","6,869,478","70,806,690","71,684,446","15,161,145","49,344,111","7,604,131"
74,     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,               Education,"1,093,842,504","15,083,283","3,174,417","18,793,098","8,916,534","151,754,198","18,918,596","13,740,605","4,317,308","3,113,274","47,200,063","30,764,898","3,973,774","4,019,033","39,500,936","19,391,788","11,265,690","10,337,062","12,775,602","12,722,230","3,835,900","22,303,594","24,121,785","33,114,602","19,764,338","8,303,014","16,088,232","3,137,311","7,361,042","7,448,267","4,336,694","42,400,148","6,844,188","91,436,346","29,082,097","3,026,575","37,417,850","11,171,333","15,753,073","46,150,537","3,659,182","16,014,130","2,525,729","15,445,142","94,130,812","11,332,054","2,783,893","28,449,368","28,726,227","5,285,756","19,824,634","2,806,265"
76,                    Capital outlay,"111,334,054","1,401,240","203,986","1,953,952","1,019,831","15,137,487","2,569,057","1,052,548","487,593","407,750","3,656,890","3,250,809","679,760","284,391","3,357,806","2,765,650","1,255,972","1,222,425","1,199,682","1,000,988","257,139","2,185,631","1,517,699","3,451,111","2,396,822","578,231","1,321,561","388,974","717,552","945,888","261,225","2,489,639","854,765","7,732,609","2,494,178","369,418","3,397,525","1,121,060","2,481,986","4,662,935","90,406","1,808,384","309,545","1,209,219","14,045,614","1,426,793","107,409","3,005,321","4,139,257","298,901","2,014,674","344,766"
77,                 Higher education,"311,497,820","5,673,352","746,254","6,485,772","2,835,173","49,681,787","6,041,348","3,190,445","1,528,742","147,292","12,090,905","6,494,266","1,451,538","1,255,606","8,878,083","6,524,653","3,664,294","3,350,272","3,959,816","3,736,931","807,885","6,888,759","5,157,943","12,656,084","4,959,276","3,014,789","4,049,124","964,709","2,413,231","1,811,241","861,655","7,402,296","2,650,488","14,297,124","10,601,241","1,063,415","9,584,122","3,803,840","5,224,304","11,860,018","730,201","4,602,100","791,516","3,920,874","32,248,914","5,154,893","850,401","8,940,214","7,469,190","1,660,987","6,509,742","810,715"
78,                    Capital outlay,"34,016,197","798,165","73,090","617,956","286,878","4,926,383","599,308","379,919","301,694",0,"1,012,282","981,406","367,086","96,353","545,368","593,406","349,061","228,741","344,158","466,847","44,878","566,766","487,659","1,778,858","326,767","225,442","326,271","90,586","203,255","230,825","35,964","696,641","288,827","1,596,365","1,050,098","149,634","1,058,467","324,385","887,892","2,398,718","8,179","387,370","108,690","426,075","4,105,358","472,195","55,861","1,309,799","563,186","79,506","659,880","103,699"
79,                 Elementary & secondary,"717,415,320","8,186,315","2,342,853","9,574,378","5,506,569","94,670,700","11,630,195","9,888,400","2,254,563","2,965,982","30,515,479","21,637,085","2,396,343","2,500,227","29,021,558","11,605,813","7,071,351","6,673,081","7,664,466","8,050,265","2,803,050","14,516,731","17,449,420","18,679,885","13,658,936","4,663,837","11,095,965","2,059,205","4,670,640","4,950,799","3,196,831","28,570,738","3,805,069","74,828,796","16,400,871","1,829,548","26,125,503","6,716,262","9,116,129","31,860,448","2,655,593","9,773,875","1,599,706","10,427,348","59,184,501","5,813,759","1,678,905","18,241,977","19,777,066","3,108,583","12,285,635","1,714,088"
80,                    Capital outlay,"76,736,695","593,970","130,778","1,334,578","732,946","10,211,104","1,855,954","644,929","181,835","407,750","2,633,292","2,134,719","312,666","185,700","2,793,110","2,170,731","906,363","992,638","854,476","525,109","211,952","1,605,974","1,018,041","1,669,897","2,068,770","348,917","993,826","298,230","514,093","714,824","210,175","1,792,080","558,229","6,136,123","1,440,911","218,963","2,334,941","793,925","1,592,172","2,203,788","81,402","1,416,594","183,365","768,026","9,939,454","954,598","50,774","1,690,400","3,573,069","215,298","1,353,422","181,815"
81,                 Other education,"64,929,364","1,223,616","85,310","2,732,948","574,792","7,401,711","1,247,053","661,760","534,003",0,"4,593,679","2,633,547","125,893","263,200","1,601,295","1,261,322","530,045","313,709","1,151,320","935,034","224,965","898,104","1,514,422","1,778,633","1,146,126","624,388","943,143","113,397","277,171","686,227","278,208","6,427,114","388,631","2,310,425","2,079,985","133,612","1,708,225","651,231","1,412,640","2,430,071","273,388","1,638,155","134,507","1,096,920","2,697,397","363,402","254,587","1,267,177","1,479,971","516,186","1,029,257","281,462"
82,               Libraries,"12,912,286","106,095","36,804","204,585","91,919","1,625,875","276,805","178,353","39,937","134,771","664,390","188,963","36,574","59,137","861,556","357,806","151,171","140,455","258,735","188,029","45,601","181,750","323,766","400,460","232,207","44,126","299,354","35,461","77,215","144,980","58,611","298,706","35,703","1,133,262","294,530","22,239","545,778","142,839","250,142","248,390","46,870","201,226","31,639","154,701","623,296","125,340","25,051","372,443","522,174","45,291","314,775","32,397"
83,     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,               Public welfare,"745,661,110","7,179,904","2,749,874","15,917,074","7,763,829","136,278,439","9,752,054","4,002,525","2,656,797","4,093,260","28,838,752","13,249,267","2,953,650","2,883,295","24,022,886","15,025,834","6,625,797","4,742,801","11,801,422","12,647,450","3,544,841","13,943,484","24,638,687","19,127,119","17,006,866","6,323,325","10,004,628","2,303,997","2,946,570","4,667,856","2,476,275","19,158,743","6,325,879","79,202,708","15,631,283","1,562,011","29,660,643","7,035,866","12,130,675","35,661,110","3,284,006","8,291,111","1,255,413","11,949,498","42,060,850","4,282,538","1,864,122","14,239,681","12,707,009","4,832,947","13,479,125","877,334"
85,                    Cash assistance payments,"23,065,220","133,238","119,053","229,225","5,612","6,909,350","91,549","164,167","36,586","903,694","165,055","98,651","32,512","63,987","131,098","348,144","241,933","57,685","171,832","27,185","50,770","1,156,546","529,154","183,599","739,947","61,703","106,250",0,18,"41,011","53,576","553,555","52,487","2,548,196","386,436","71,003","469,710","159,544","255,356","1,591,952","21,856","138,845","93,275","633,728","1,819,710","512,465","20,750","366,252","177,922","49,058","289,938",52
86,                    Vendor payments,"619,386,739","6,275,487","2,292,529","12,358,459","7,156,296","108,727,792","7,961,356","2,760,515","2,276,331","2,299,232","25,661,559","11,796,815","2,412,548","2,470,906","20,128,126","13,529,148","5,872,697","4,061,520","10,704,128","11,793,321","2,489,317","11,559,440","22,154,310","14,979,082","13,689,342","5,864,351","9,364,970","2,125,154","2,091,641","3,892,110","1,814,635","16,338,451","5,641,267","65,852,429","13,630,519","1,232,249","25,778,947","5,905,471","7,309,383","28,553,168","2,960,598","7,294,012","1,048,695","9,555,823","35,486,064","3,258,117","1,164,711","11,579,033","11,020,087","4,083,045","10,488,696","642,858"
87,                    Other public welfare,"103,209,151","771,179","338,292","3,329,390","601,921","20,641,298","1,699,149","1,077,842","343,880","890,334","3,012,138","1,353,801","508,590","348,402","3,763,662","1,148,542","511,167","623,596","925,462","826,944","1,004,754","1,227,498","1,955,223","3,964,438","2,577,577","397,271","533,408","178,843","854,911","734,735","608,064","2,266,737","632,125","10,802,082","1,614,328","258,759","3,411,986","970,851","4,565,936","5,515,990","301,552","858,254","113,443","1,759,947","4,755,076","511,956","678,661","2,294,396","1,509,000","700,844","2,700,492","234,424"
88,               Hospitals,"211,872,420","7,036,891","469,334","751,933","1,377,949","31,794,401","2,979,924","1,487,248","80,136","293,380","10,925,170","5,658,477","531,509","788,433","4,330,809","5,237,243","4,193,279","3,650,595","2,701,262","3,136,093","207,236","399,342","1,567,908","5,828,428","2,148,019","4,135,930","4,720,925","150,296","853,417","1,119,637","69,340","2,775,646","1,490,996","18,189,830","12,702,324","52,720","6,040,859","1,316,432","3,032,184","4,892,003","55,448","7,062,545","129,570","4,450,323","21,307,890","2,863,156","23,357","5,805,933","6,870,431","384,621","2,490,366","1,311,238"
89,                    Capital outlay,"8,992,034","406,756","6,904","55,512","42,685","1,242,268","44,350","16,901",442,"28,460","769,006","180,366","3,792","44,412","99,288","286,526","229,694","181,107","97,945","103,324","1,007","11,665","48,486","39,632","67,662","219,248","200,858","5,300","76,922","43,662","1,699","5,635","41,952","913,223","642,778",609,"379,284","47,022","256,543",887,449,"276,163","3,320","234,182","834,132","218,717",16,"232,795","181,124","1,533","83,045","82,747"
90,               Health,"112,838,281","950,153","235,442","931,396","280,080","29,906,300","955,211","1,027,887","525,068","670,833","6,751,628","2,030,669","633,872","350,593","2,148,819","1,052,369","383,350","722,966","779,275","800,554","303,301","1,839,047","1,958,998","4,328,022","1,336,381","415,127","2,467,433","408,804","324,769","440,780","166,140","2,480,017","523,385","7,317,572","4,218,463","226,598","3,390,984","1,139,164","1,816,186","5,936,236","275,449","1,515,657","122,739","1,833,931","6,280,552","913,477","412,373","2,608,364","4,571,525","265,321","1,446,025","418,998"
91,               Employment security administration,"3,898,868","98,175","32,654","111,914","93,953","283,798","42,042","20,925","17,166","43,743","308,238","25,660","7,526","7,517","44,514","83,567","50,511","31,504","111,066","120,655","57,250","42,238","215,600","184,312","45,110","36,272","39,388","46,290","41,131","58,974","22,946","190,068","10,328","211,818","119,630","15,546","117,544","74,933","53,529","99,877","42,494","63,244","11,567","54,920","94,876","10,275","1,700","74,435","194,111","20,273","88,604","24,457"
92,               Veterans' services,"1,475,515","6,934",0,"10,732","1,832","22,137","6,327","26,267",0,0,"12,319","14,190",0,0,"19,489","11,410","1,726","11,777","55,901","7,800",617,"2,494","5,955",0,"20,543","33,819",927,"2,394","3,180",599,"1,395","13,877","4,518","6,369","23,510",630,"34,250","14,645","7,483","6,936",0,0,"1,845","6,277","979,555","4,102","1,083","39,460","13,981","10,771","25,441",18
93,     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,               Highways,"202,751,755","2,653,153","1,294,366","2,868,530","1,711,951","20,046,391","3,188,045","2,114,002","819,663","610,896","12,131,708","4,378,028","820,827","1,230,065","7,478,787","3,396,516","3,037,850","1,640,274","2,273,915","2,173,512","956,556","3,727,054","3,221,448","5,201,703","5,005,507","1,750,382","2,583,419","970,634","1,697,986","1,958,542","754,910","4,654,390","1,033,225","14,092,192","6,578,290","1,248,663","5,998,183","2,789,890","2,310,837","11,422,700","658,844","2,242,536","973,820","2,729,072","23,823,645","2,188,969","673,680","5,899,357","4,787,193","1,539,305","4,722,485","687,860"
95,                    Capital outlay,"117,141,290","1,390,869","689,392","1,634,846","929,428","7,334,805","1,455,852","1,077,312","551,233","452,281","8,160,935","2,550,446","378,124","732,411","4,240,875","1,999,469","1,621,601","784,292","1,353,348","1,263,954","327,587","1,967,619","1,542,567","1,897,635","2,944,247","862,933","1,297,098","461,625","869,542","1,117,405","277,548","2,774,969","558,062","8,882,580","4,843,381","750,630","3,681,880","1,902,915","877,962","7,485,025","422,323","1,421,369","524,269","1,508,296","17,884,830","1,201,108","272,956","3,556,714","2,431,211","832,811","2,796,200","364,522"
96,               Air transportation (airports),"31,615,997","168,732","397,880","769,380","115,417","6,114,770","866,357","44,788","7,902",0,"2,589,423","900,470","747,912","49,709","1,814,437","289,461","121,554","89,233","219,908","528,967","61,808","288,518","708,545","569,986","582,801","65,663","364,977","51,396","103,660","452,722","45,795","39,377","72,553","3,151,392","923,597","174,814","390,402","146,724","424,279","676,259","33,775","220,675","78,679","746,199","1,957,637","860,273","44,535","871,357","1,180,957","69,733","297,875","122,734"
97,               Parking facilities,"2,206,749","16,303","27,108","10,309","3,341","512,817","53,875","61,490","11,283","35,508","226,478","8,954","3,353",802,"45,713","17,743","30,477","5,532","31,780","16,164","6,819","50,564","21,701","58,971","66,923","2,724","20,335","6,968","14,664","11,283","18,097","61,354","9,233","88,419","63,707","8,411","52,565","11,464","29,956","207,024","2,282","52,055","3,610","27,862","35,355",176,"5,725","62,639","20,149","7,603","57,518","1,563"
98,               Sea and inland port facilities,"7,011,444","155,826","139,381",0,"4,837","1,560,230",0,"1,591","33,847",0,"554,087","507,601","109,703","1,906","6,456","22,111",22,0,"23,526","394,058","8,074","142,265","118,607","53,513","57,684","57,707","3,135","1,426",0,0,"1,102","98,777",0,"341,990","86,550",0,"21,696","9,618","126,607","12,915","2,502","444,856",0,"1,519","727,394",0,0,"577,211","578,947","1,407","20,761",0
99,     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,               Police protection,"123,057,057","1,350,703","383,326","2,885,044","709,273","20,609,112","2,117,477","1,246,334","373,219","657,169","9,266,340","2,943,596","506,957","477,362","5,599,435","1,553,871","874,584","1,026,649","818,618","1,619,988","328,205","2,966,081","2,356,586","2,795,036","2,329,652","782,916","2,083,211","350,823","557,077","1,403,437","486,833","3,704,906","766,621","10,745,601","3,400,504","239,431","3,931,325","1,094,437","1,509,894","4,433,170","498,047","1,390,348","221,370","2,265,609","8,818,557","902,936","213,891","2,553,523","2,347,883","434,084","1,899,912","226,092"
101,               Fire protection,"55,630,555","536,407","228,239","1,425,257","315,024","9,971,813","1,614,812","599,252","37,185","307,370","4,514,722","1,309,855","268,782","246,645","2,494,592","911,941","289,725","387,971","392,081","685,746","187,803","1,287,888","1,392,052","1,243,397","538,295","303,333","1,287,016","147,729","276,186","594,500","258,344","1,000,046","323,158","4,102,085","1,156,378","86,564","2,153,614","632,528","1,186,936","848,336","314,940","575,675","71,576","843,336","3,861,501","355,937","78,206","1,515,352","1,525,552","132,364","723,354","89,151"
102,               Correction,"82,516,603","824,534","338,387","1,842,447","523,431","15,146,221","1,406,778","646,430","358,863","257,240","4,937,810","2,175,217","241,512","449,654","2,378,307","1,111,208","461,451","524,941","913,068","979,553","251,380","1,959,849","1,605,155","2,580,288","1,137,098","517,473","972,461","258,574","555,562","811,444","219,888","2,211,217","801,110","6,253,231","2,129,973","173,389","2,353,619","776,227","1,464,186","3,775,661","251,473","787,209","201,272","1,177,504","6,252,452","600,821","143,334","2,830,999","1,810,019","396,573","1,516,586","223,525"
103,                    Capital outlay,"2,182,523","19,778","8,970","97,121","15,543","428,490","9,393","3,130","4,408","4,919","137,512","57,433","1,648","8,617","37,247","14,680","2,668","15,790","10,684","24,078","2,749","31,855","65,201","61,682","40,334","7,262","12,715","5,102","12,787","27,982","4,199","33,644","10,619","174,874","97,485","7,372","159,771","19,946","26,005","47,643","10,489","17,208","1,975","32,298","96,349","52,048","1,178","112,478","60,074","4,801","27,611","14,677"
104,               Protective inspection and regulation,"15,671,910","172,773","44,191","217,527","100,570","4,877,945","128,464","101,661","74,551","126,409","943,691","153,450","73,644","76,549","243,556","142,312","111,437","83,929","137,740","116,172","53,234","289,450","346,789","566,483","157,383","100,864","118,003","41,171","76,596","205,806","69,845","485,679","59,207","773,519","355,025","41,268","337,198","166,886","402,804","415,710","34,745","149,599","37,630","152,058","927,764","101,586","35,595","317,224","569,600","79,454","239,845","37,318"
105,     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,               Natural resources,"35,722,012","247,371","403,454","507,042","328,738","8,459,380","626,921","198,962","75,169","101,345","4,905,874","687,207","147,594","373,146","673,975","493,188","567,024","272,099","493,561","968,136","155,224","792,865","272,303","467,524","905,725","296,831","340,756","325,312","288,993","309,424","60,541","487,118","332,678","709,957","875,910","298,235","517,899","184,386","712,415","801,239","88,860","252,054","175,187","431,564","1,926,177","329,171","119,516","311,160","1,320,155","229,894","658,937","213,817"
107,                    Capital outlay,"7,351,979","14,520","26,635","77,854","25,070","1,948,833","91,819","35,467","5,150","5,162","1,517,366","83,244","21,612","66,839","107,046","28,733","134,875","21,681","46,529","368,591","11,410","227,756","44,369","30,994","141,478","33,848","28,561","11,690","47,989","111,643","11,130","53,455","53,389","149,784","93,129","35,857","40,369","23,028","114,453","108,517","10,210","24,128","8,733","35,297","745,745","52,825","5,939","43,954","323,623","27,550","62,976","11,122"
108,               Parks and recreation,"48,820,311","493,863","125,016","940,530","275,009","7,037,780","1,696,548","305,682","94,196","359,510","3,762,035","1,128,770","306,186","205,669","3,070,040","572,359","431,920","386,230","376,889","791,015","96,228","1,080,421","545,352","1,017,459","1,299,757","258,889","791,864","127,044","292,132","1,552,676","109,524","736,436","330,375","3,138,922","1,298,129","272,234","1,651,022","599,808","790,466","1,100,735","82,205","643,337","157,224","695,697","3,268,301","664,576","68,692","1,188,891","1,481,769","221,463","756,965","142,469"
109,                    Capital outlay,"11,563,295","95,137","15,408","177,913","53,180","1,115,369","424,411","53,515","27,477","110,440","929,968","305,806","84,365","44,677","505,872","104,390","76,544","108,687","49,659","153,507","6,717","68,464","128,005","196,505","259,447","64,009","218,141","36,078","106,150","1,037,855","4,039","95,206","67,274","962,558","383,295","50,483","386,781","248,933","126,964","220,409","3,363","126,332","26,990","134,315","1,030,523","171,775","8,683","216,393","504,476","25,383","182,581","28,846"
110,               Housing and community development,"57,808,038","572,028","233,344","557,161","244,228","9,423,888","1,162,838","758,592","172,371","1,182,490","2,670,481","1,066,452","327,178","211,852","2,105,511","988,837","264,908","213,997","460,949","582,266","300,917","1,631,886","2,986,384","1,062,986","1,113,283","324,057","764,146","82,129","280,970","307,063","226,064","1,382,442","182,699","8,076,478","1,727,423","92,842","2,091,420","644,562","804,213","2,132,902","273,256","573,865","92,339","804,893","2,927,950","487,160","163,034","1,055,674","1,474,298","171,177","352,822","17,333"
