,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
56,     Workers' compensation,"16,223,102",0,"5,185",0,"19,375","2,338,613","664,634","36,546","8,914",0,"154,490",0,0,"218,454","51,281","6,517",0,0,"231,697","73,424","10,961","27,609","90,971","15,304","79,066","5,263","101,855","223,515",62,0,0,"260,605","30,413","3,130,251",0,"243,951","2,307,266",0,"702,440","241,970","19,659","81,785",13,0,"1,225,124","18,294",0,"2,943","3,065,385","170,754","9,040","349,473"
57,     Other insurance trust revenue,"8,168,576",0,0,0,0,"6,734,729","1,938",0,0,0,0,"107,194",0,0,48,0,0,0,0,"155,218",0,"96,219","399,020",0,0,0,0,0,0,0,0,"478,468",0,0,0,0,0,0,0,0,"195,742",0,0,0,0,0,0,0,0,0,0,0
58,           Expenditure1,"3,675,275,393","47,236,677","14,957,472","60,140,105","27,702,361","569,661,386","60,879,274","41,020,146","12,100,844","18,803,720","177,068,304","85,760,733","16,827,834","13,210,484","146,491,172","59,616,849","35,013,182","30,486,370","45,273,336","49,306,963","12,971,988","69,963,812","92,931,885","99,635,503","68,286,562","30,205,417","55,394,963","10,996,274","23,329,323","26,167,326","12,638,642","115,124,314","24,718,782","348,348,392","92,254,587","11,079,552","129,841,910","34,910,380","52,979,524","151,354,208","12,869,273","49,964,966","8,014,603","62,108,835","263,193,775","30,215,790","7,959,781","83,464,705","91,811,317","18,144,791","62,479,396","10,357,605"
59,By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,     Intergovernmental expenditure1,"3,206,650",0,0,0,175,"2,886,443","2,016",0,"1,026",0,0,0,382,0,"5,763","2,125",0,62,0,0,0,0,"12,328","5,368",348,0,"30,909",0,0,"1,721",0,"16,500",0,0,0,0,"17,002","57,572",0,"125,138","18,735",0,0,0,0,4,0,14,0,0,0,"23,019"
61,     Direct expenditure,"3,672,068,743","47,236,677","14,957,472","60,140,105","27,702,186","566,774,943","60,877,258","41,020,146","12,099,818","18,803,720","177,068,304","85,760,733","16,827,452","13,210,484","146,485,409","59,614,724","35,013,182","30,486,308","45,273,336","49,306,963","12,971,988","69,963,812","92,919,557","99,630,135","68,286,214","30,205,417","55,364,054","10,996,274","23,329,323","26,165,605","12,638,642","115,107,814","24,718,782","348,348,392","92,254,587","11,079,552","129,824,908","34,852,808","52,979,524","151,229,070","12,850,538","49,964,966","8,014,603","62,108,835","263,193,775","30,215,786","7,959,781","83,464,691","91,811,317","18,144,791","62,479,396","10,334,586"
62,          Current operations,"2,771,854,723","37,115,042","10,830,984","45,781,051","21,879,026","425,128,722","43,951,755","28,916,343","9,431,602","12,463,075","138,689,290","65,267,003","12,491,937","10,509,281","101,369,511","47,663,697","26,514,145","23,384,162","33,860,783","37,417,958","10,589,467","54,729,511","70,787,240","78,199,733","51,286,853","24,030,312","43,002,260","8,509,134","18,177,561","19,065,456","10,309,682","88,389,207","19,312,895","257,828,422","72,958,730","7,564,106","96,108,922","26,091,034","40,830,426","115,163,832","9,758,821","38,365,059","5,984,629","47,666,500","193,049,273","22,968,719","6,658,293","64,594,719","67,832,841","14,419,802","47,004,430","7,951,487"
63,          Capital outlay,"365,557,941","4,411,167","2,215,875","5,181,666","2,779,260","45,132,247","7,667,322","3,971,639","1,240,483","4,290,121","19,778,532","9,367,146","2,328,270","1,145,037","14,845,145","5,650,395","4,611,080","3,917,571","4,216,754","4,803,775","898,697","5,838,962","8,674,299","6,997,274","8,141,258","2,445,569","4,507,488","1,132,926","3,316,123","2,986,450","846,194","8,240,293","2,105,769","33,160,521","9,084,500","2,434,116","11,299,338","4,687,980","4,649,839","13,411,982","786,580","5,356,554","1,083,912","5,401,410","35,296,209","3,997,570","575,290","9,104,146","11,682,007","1,449,544","6,988,788","1,422,868"
64,               Construction,"293,993,038","3,417,095","1,952,808","4,260,023","2,297,446","36,433,577","6,191,188","3,421,958","1,053,439","2,671,867","15,433,616","7,780,825","1,613,767","813,020","11,693,823","4,031,392","3,857,570","3,289,523","3,394,729","3,775,709","756,664","5,062,634","6,253,534","5,069,018","6,023,146","1,932,544","3,452,456","968,228","2,597,427","2,338,458","657,931","6,891,207","1,735,478","28,703,597","7,010,231","2,123,951","9,411,247","3,562,058","4,002,613","10,650,455","638,692","4,297,567","947,191","3,909,229","29,868,985","2,882,701","462,704","7,398,661","8,907,032","1,147,745","5,773,866","1,172,413"
65,               Other capital outlay,"71,564,903","994,072","263,067","921,643","481,814","8,698,670","1,476,134","549,681","187,044","1,618,254","4,344,916","1,586,321","714,503","332,017","3,151,322","1,619,003","753,510","628,048","822,025","1,028,066","142,033","776,328","2,420,765","1,928,256","2,118,112","513,025","1,055,032","164,698","718,696","647,992","188,263","1,349,086","370,291","4,456,924","2,074,269","310,165","1,888,091","1,125,922","647,226","2,761,527","147,888","1,058,987","136,721","1,492,181","5,427,224","1,114,869","112,586","1,705,485","2,774,975","301,799","1,214,922","250,455"
66,          Assistance and subsidies,"60,213,554","863,787","158,727","2,503,584","459,974","11,730,775","906,697","499,488","337,898","862,994","1,861,192","1,256,042","143,013","159,954","1,655,114","1,383,921","614,732","211,535","1,101,626","636,214","177,222","1,596,700","1,022,829","1,450,168","1,354,888","399,073","637,600","87,961","174,890","494,757","225,240","1,521,263","275,787","4,535,910","1,886,504","120,046","1,769,076","605,412","492,836","2,973,757","168,850","1,207,432","149,160","1,283,475","3,462,478","828,978","161,116","1,231,786","1,225,792","318,476","976,564","50,261"
67,          Interest on debt,"122,520,126","1,132,827","346,164","1,891,133","553,150","20,137,293","2,325,712","1,982,811","303,214","618,240","4,783,992","2,346,409","375,286","241,864","7,431,916","1,932,098","639,331","946,008","1,452,949","1,476,731","278,489","1,926,634","3,468,521","3,133,120","1,795,707","584,466","1,706,235","186,280","541,469","1,012,717","445,680","3,377,541","632,667","17,016,443","2,105,130","261,477","3,156,562","691,344","1,290,560","4,452,361","555,392","1,333,728","194,337","1,880,837","10,860,051","714,517","144,464","2,425,530","3,579,956","326,663","1,452,059","72,061"
68,          Insurance benefits and repayments,"351,922,399","3,713,854","1,405,722","4,782,671","2,030,776","64,645,906","6,025,772","5,649,865","786,621","569,290","11,955,298","7,524,133","1,488,946","1,154,348","21,183,723","2,984,613","2,633,894","2,027,032","4,641,224","4,972,285","1,028,113","5,872,005","8,966,668","9,849,840","5,707,508","2,745,997","5,510,471","1,079,973","1,119,280","2,606,225","811,846","13,579,510","2,391,664","35,807,096","6,219,723","699,807","17,491,010","2,777,038","5,715,863","15,227,138","1,580,895","3,702,193","602,565","5,876,613","20,525,764","1,706,002","420,618","6,108,510","7,490,721","1,630,306","6,057,555","837,909"
69,          Exhibit: Salaries and wages,"969,069,544","13,488,703","3,519,744","15,175,168","7,307,396","146,980,180","17,091,181","12,953,776","2,933,444","4,388,687","44,990,929","24,937,010","4,477,381","4,085,677","38,630,560","15,341,989","10,374,951","9,415,283","11,022,958","11,774,819","3,352,387","19,837,064","22,728,473","25,286,492","17,657,840","8,025,732","14,701,588","2,887,602","6,467,671","7,114,809","3,766,429","34,028,897","5,953,920","86,254,325","28,012,163","2,564,698","31,423,782","9,280,416","12,548,071","33,553,629","3,253,796","12,852,591","2,193,392","15,188,972","77,298,399","7,941,373","2,110,870","24,779,329","26,143,017","4,365,650","15,870,254","2,736,076"
70,Direct expenditure by function,"3,672,068,743","47,236,677","14,957,472","60,140,105","27,702,186","566,774,943","60,877,258","41,020,146","12,099,818","18,803,720","177,068,304","85,760,733","16,827,452","13,210,484","146,485,409","59,614,724","35,013,182","30,486,308","45,273,336","49,306,963","12,971,988","69,963,812","92,919,557","99,630,135","68,286,214","30,205,417","55,364,054","10,996,274","23,329,323","26,165,605","12,638,642","115,107,814","24,718,782","348,348,392","92,254,587","11,079,552","129,824,908","34,852,808","52,979,524","151,229,070","12,850,538","49,964,966","8,014,603","62,108,835","263,193,775","30,215,786","7,959,781","83,464,691","91,811,317","18,144,791","62,479,396","10,334,586"
71,     Direct general expenditure,"3,079,336,537","40,019,566","12,745,147","49,873,317","24,683,580","458,535,755","50,334,332","33,946,302","10,772,289","13,531,971","154,124,912","72,107,075","14,038,463","11,664,936","116,726,197","54,064,931","30,873,916","26,858,867","38,583,191","42,974,993","11,645,699","60,284,216","77,684,045","85,051,627","58,986,954","26,315,950","47,085,176","9,506,051","17,838,953","22,037,985","11,118,800","97,572,561","21,470,436","281,777,747","80,444,151","9,920,612","107,533,952","29,583,927","44,380,952","129,169,486","10,910,235","42,757,773","7,043,909","47,014,907","225,415,090","26,029,822","7,190,570","73,348,465","74,583,360","16,044,159","54,056,796","9,072,431"
72,          Capital outlay,"312,060,031","3,968,575","1,934,725","3,931,637","2,613,634","34,758,719","6,188,751","3,682,904","1,193,759","1,555,728","17,949,968","8,394,363","1,606,068","1,074,649","12,901,680","5,398,580","4,381,608","3,590,285","3,903,582","4,625,108","866,918","4,822,884","7,005,026","6,367,335","7,513,545","2,308,461","4,164,446","941,675","2,470,856","2,616,647","821,958","7,387,099","1,884,819","25,622,081","8,113,775","2,250,357","10,523,083","3,829,154","4,003,110","12,318,093","692,486","4,902,826","1,032,206","4,353,874","31,145,235","3,669,656","537,613","7,941,959","8,785,355","1,336,502","6,879,794","1,296,880"
73,          Other direct general expenditure,"2,767,276,506","36,050,991","10,810,422","45,941,680","22,069,946","423,777,036","44,145,581","30,263,398","9,578,530","11,976,243","136,174,944","63,712,712","12,432,395","10,590,287","103,824,517","48,666,351","26,492,308","23,268,582","34,679,609","38,349,885","10,778,781","55,461,332","70,679,019","78,684,292","51,473,409","24,007,489","42,920,730","8,564,376","15,368,097","19,421,338","10,296,842","90,185,462","19,585,617","256,155,666","72,330,376","7,670,255","97,010,869","25,754,773","40,377,842","116,851,393","10,217,749","37,854,947","6,011,703","42,661,033","194,269,855","22,360,166","6,652,957","65,406,506","65,798,005","14,707,657","47,177,002","7,775,551"
74,     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,               Education,"1,015,891,954","14,017,829","3,278,975","16,603,856","8,309,697","133,834,566","17,399,590","13,481,273","4,020,096","2,906,833","42,777,405","28,063,419","3,409,534","3,560,860","37,714,622","18,028,397","10,907,199","9,819,797","12,861,843","12,350,810","3,548,725","20,822,628","23,183,200","30,736,448","19,717,469","8,252,731","15,283,672","2,945,766","7,318,806","6,676,546","4,159,980","38,818,020","6,876,786","85,160,649","27,117,952","2,976,883","35,725,995","10,474,005","13,631,379","43,189,434","3,453,672","15,065,229","2,393,944","14,527,304","89,472,546","9,954,407","2,759,247","26,755,829","24,596,442","5,389,873","18,495,141","3,064,645"
76,                    Capital outlay,"98,467,552","1,259,290","325,340","1,235,219","740,483","11,209,344","2,051,768","1,057,663","344,238","421,748","3,047,166","2,824,212","374,577","160,496","2,475,590","2,014,179","1,237,123","1,504,238","1,364,506","1,016,403","198,032","1,960,652","2,218,160","3,011,711","2,579,131","747,857","1,167,638","278,683","953,167","627,265","266,827","2,993,488","948,016","6,938,683","2,146,273","394,076","3,321,345","1,214,110","1,492,225","3,522,854","95,569","1,788,145","247,328","1,164,694","13,737,922","1,335,631","164,658","2,495,118","3,329,240","392,854","1,531,876","540,741"
77,                 Higher education,"296,636,897","5,111,951","847,085","6,051,870","2,634,939","41,476,361","6,441,729","3,399,896","1,488,617","124,602","11,010,118","6,013,401","1,206,613","1,126,817","9,188,689","6,427,255","3,707,707","3,491,121","4,479,553","3,478,033","782,344","6,276,297","5,542,088","11,861,290","5,693,338","3,020,360","3,979,121","972,056","2,364,593","1,498,413","940,165","7,440,103","2,744,488","14,179,812","10,230,742","1,045,649","9,873,366","4,102,728","4,776,669","11,359,719","692,395","4,448,063","748,879","3,751,844","30,528,242","4,572,609","892,984","8,198,970","7,464,391","1,769,466","6,268,384","910,972"
78,                    Capital outlay,"34,227,903","615,008","154,782","660,215","221,281","3,808,862","875,736","548,966","207,595",0,"748,168","806,437","175,863","47,443","573,054","755,409","429,655","646,608","607,997","336,301","49,685","704,205","964,904","1,685,216","437,337","367,421","368,602","96,091","264,076","164,353","110,063","1,208,576","388,759","1,654,140","814,589","106,693","1,385,552","578,413","664,776","1,562,125","9,175","556,227","81,214","371,943","3,905,085","505,669","108,224","940,122","984,302","186,671","594,602","189,713"
79,                 Elementary & secondary,"662,913,351","7,856,065","2,346,857","8,251,016","5,132,406","85,975,639","9,949,680","9,358,047","2,052,117","2,782,231","28,340,387","19,868,901","2,068,682","2,204,638","26,596,977","10,427,722","6,682,248","6,026,134","7,321,821","8,078,409","2,560,533","13,712,977","16,260,988","17,433,881","13,004,611","4,621,112","10,389,513","1,867,828","4,701,734","4,631,761","2,971,769","27,266,218","3,708,851","68,901,213","15,043,767","1,807,396","24,335,571","5,753,205","7,581,818","29,432,956","2,512,912","9,018,343","1,513,203","9,788,360","56,489,114","5,108,641","1,650,954","17,415,398","15,748,757","3,100,226","11,350,610","1,909,154"
80,                    Capital outlay,"63,817,182","636,268","170,054","573,743","519,022","7,398,733","1,170,166","453,033","131,456","421,748","2,294,843","1,948,645","198,214","111,196","1,885,789","1,257,113","806,871","856,037","755,997","673,553","148,095","1,254,303","1,239,625","1,326,214","2,141,306","378,671","797,094","182,389","688,877","462,661","144,110","1,783,751","549,663","5,284,102","1,329,760","286,683","1,926,650","632,605","827,255","1,881,911","82,388","1,180,866","151,014","777,128","9,832,221","829,962","55,639","1,552,763","2,339,970","200,203","935,827","350,995"
81,                 Other education,"56,341,706","1,049,813","85,033","2,300,970","542,352","6,382,566","1,008,181","723,330","479,362",0,"3,426,900","2,181,117","134,239","229,405","1,928,956","1,173,420","517,244","302,542","1,060,469","794,368","205,848","833,354","1,380,124","1,441,277","1,019,520","611,259","915,038","105,882","252,479","546,372","248,046","4,111,699","423,447","2,079,624","1,843,443","123,838","1,517,058","618,072","1,272,892","2,396,759","248,365","1,598,823","131,862","987,100","2,455,190","273,157","215,309","1,141,461","1,383,294","520,181","876,147","244,519"
82,               Libraries,"12,441,612","94,396","37,943","185,233","103,403","1,587,263","316,484","166,040","55,848","93,064","573,332","189,857","36,628","63,482","812,205","356,290","141,345","134,485","192,018","191,323","43,104","188,561","311,950","400,766","273,458","61,323","279,261","29,855","73,077","106,868","56,493","390,507","43,361","1,132,292","261,873","20,127","577,329","100,726","248,076","201,907","41,234","162,201","30,682","145,046","624,669","110,387","22,158","331,683","452,381","51,339","306,428","31,851"
83,     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,               Public welfare,"676,894,517","7,001,467","2,576,874","14,397,424","7,437,663","112,014,809","8,475,218","3,817,103","2,519,112","3,763,527","28,079,027","12,219,563","3,067,100","2,512,660","22,612,482","13,952,916","5,660,892","4,341,841","11,354,782","11,309,018","3,199,796","13,201,818","22,324,498","17,087,649","15,021,559","6,349,848","9,414,150","2,222,087","2,856,742","3,953,863","2,413,417","18,382,468","6,042,406","70,299,560","15,016,435","1,532,559","28,675,249","6,774,239","10,494,004","34,243,736","3,114,075","7,924,042","1,208,733","11,003,399","38,591,617","3,907,919","1,826,182","12,038,487","12,388,667","4,713,914","12,699,379","858,542"
85,                    Cash assistance payments,"22,998,175","113,625","121,869","263,835","6,772","6,414,359","106,560","180,010","36,790","862,994","218,530","112,744","27,911","59,298","124,205","366,585","235,420","57,901","174,499","31,743","54,866","1,268,025","539,172","248,691","636,453","58,797","83,705",0,18,"45,834","51,422","588,071","57,253","2,561,079","581,253","68,040","480,732","155,010","269,426","1,768,528","24,028","146,731","90,768","562,621","1,719,016","592,558","23,018","309,544","169,359","54,342","274,141",24
86,                    Vendor payments,"561,093,295","6,186,962","2,103,003","11,231,060","6,865,610","89,196,176","6,896,007","2,546,832","2,125,389","2,048,546","25,011,363","10,827,745","2,540,770","2,125,435","19,208,837","12,447,446","4,873,482","3,652,042","10,343,869","10,445,245","2,361,875","10,766,705","20,215,638","13,621,240","12,068,219","5,940,594","8,731,568","2,054,064","1,992,044","3,237,164","1,851,711","15,582,556","5,414,470","57,650,983","12,906,805","1,203,380","24,686,186","5,640,897","6,438,714","26,454,516","2,813,588","6,996,751","1,020,239","9,351,926","32,738,329","2,912,146","1,133,484","9,642,745","10,749,218","4,069,099","9,515,782","654,840"
87,                    Other public welfare,"92,803,047","700,880","352,002","2,902,529","565,281","16,404,274","1,472,651","1,090,261","356,933","851,987","2,849,134","1,279,074","498,419","327,927","3,279,440","1,138,885","551,990","631,898","836,414","832,030","783,055","1,167,088","1,569,688","3,217,718","2,316,887","350,457","598,877","168,023","864,680","670,865","510,284","2,211,841","570,683","10,087,498","1,528,377","261,139","3,508,331","978,332","3,785,864","6,020,692","276,459","780,560","97,726","1,088,852","4,134,272","403,215","669,680","2,086,198","1,470,090","590,473","2,909,456","203,678"
88,               Hospitals,"192,687,466","6,315,082","473,310","789,376","1,278,120","29,637,723","2,785,320","1,437,043","83,059","254,501","9,759,915","5,196,175","617,798","692,796","3,223,944","5,284,029","3,870,502","3,308,634","2,484,078","2,916,062","188,171","591,765","1,579,388","5,193,770","2,281,105","3,978,326","4,150,060","149,774","1,025,294","1,090,349","61,520","2,573,220","1,343,312","17,077,075","10,287,154","54,216","5,055,744","1,303,498","2,697,785","4,426,248","61,583","6,480,767","145,456","3,737,779","18,498,747","2,261,865","21,907","5,280,484","6,680,645","364,668","2,432,634","1,205,690"
89,                    Capital outlay,"9,156,685","361,743","15,936","30,046","40,667","1,432,727","191,626","54,057",633,"22,813","640,011","245,818","2,142","60,284","63,331","431,480","411,227","262,148","182,832","116,272","1,015","8,790","53,023","22,781","68,270","149,563","226,821","3,310","53,978","70,570","1,766","3,511","31,783","783,185","482,620",561,"305,881","32,399","222,346","160,037","5,196","282,086","30,479","210,865","608,824","65,839",56,"238,560","243,689","4,694","148,567","69,827"
90,               Health,"103,699,518","901,253","244,089","847,867","273,155","23,975,652","858,823","1,076,608","513,881","659,432","5,635,463","2,326,808","614,064","299,566","2,140,237","942,010","443,338","676,495","921,550","711,992","279,752","1,810,961","1,700,709","4,303,821","1,320,214","429,926","2,452,890","446,203","353,972","438,359","145,583","2,102,046","518,831","7,202,123","3,946,436","223,777","3,637,636","1,135,168","1,777,901","5,576,470","253,898","1,396,410","130,494","1,774,555","6,228,084","746,428","377,238","2,377,260","4,060,957","288,254","1,595,006","605,873"
91,               Employment security administration,"3,999,297","94,177","22,119","113,428","87,782","309,629","59,950","21,090","17,165","46,679","314,357","35,082","6,310","10,987","50,778","83,162","52,854","32,561","115,836","127,964","67,336","51,021","197,482","176,102","45,446","36,864","39,752","46,554","41,894","61,682","24,439","193,051","10,539","202,909","114,224","15,689","127,959","81,420","56,442","102,487","38,959","63,800","10,132","58,354","93,000","11,632","1,905","76,239","203,045","18,916","89,037","39,076"
92,               Veterans' services,"702,165","6,108",0,"10,843","1,951","18,608","2,613","28,383",0,0,"10,357","8,603",7,0,"10,045","9,023","1,936","11,877","50,374","6,581",258,"2,323","5,931",0,"14,575","22,287",878,"2,400","1,189",114,"1,097","13,905","4,191","6,505","7,046",812,"30,902","15,544","7,979","6,075",0,0,"1,357","5,658","276,561","4,124","3,771","25,865","29,674","11,742","22,054",39
93,     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,               Highways,"181,111,713","2,486,023","1,412,550","2,560,715","2,038,261","16,441,059","3,260,734","2,239,940","840,026","454,310","11,271,111","4,327,694","611,391","879,086","9,237,765","2,558,021","2,794,560","1,927,850","2,197,511","2,248,073","987,004","3,371,900","3,814,668","4,266,954","4,812,313","1,734,517","2,375,401","838,291","1,550,146","2,032,588","755,418","4,061,121","913,354","12,220,045","4,878,048","1,746,929","6,034,370","2,585,263","2,119,540","9,786,248","474,524","2,277,922","960,677","2,248,898","15,192,816","1,832,007","613,377","4,955,425","4,392,690","1,230,779","5,598,298","663,502"
95,                    Capital outlay,"101,740,409","1,283,026","706,097","1,383,261","1,291,573","5,481,780","1,629,511","1,205,628","579,053","309,697","7,778,274","2,654,789","186,669","455,396","6,095,718","1,458,689","1,533,829","1,095,566","1,351,894","1,337,124","368,338","1,729,541","1,798,627","1,514,341","2,864,299","830,082","1,077,999","355,324","813,865","1,230,928","310,149","2,503,186","441,690","7,339,933","3,331,650","1,054,328","3,681,306","1,684,573","850,525","6,096,190","252,708","1,443,233","524,747","1,187,896","9,837,366","979,129","241,732","2,659,196","2,283,573","624,510","3,677,481","334,390"
96,               Air transportation (airports),"26,028,822","137,606","376,461","529,059","111,893","4,653,418","829,616","27,451","7,487",0,"2,729,192","791,413","528,423","64,961","1,440,537","248,741","83,840","101,394","190,661","377,655","52,004","323,579","621,166","591,767","492,062","77,435","325,158","78,498","102,268","324,449","41,091","44,492","86,889","2,367,338","531,246","107,747","376,458","165,959","364,946","656,743","75,113","203,207","62,125","467,573","2,057,032","432,159","40,221","683,181","587,339","41,318","316,597","101,854"
97,               Parking facilities,"2,110,128","14,738","13,074","9,240","2,912","517,554","48,343","49,054","10,219","30,860","211,931","8,364","3,924",59,"75,292","10,994","23,393","5,186","32,105","2,900","5,282","60,309","16,790","41,508","64,299","1,199","22,000","6,213","8,163","9,353","13,398","75,352","9,652","90,233","34,115","2,864","78,273","9,274","17,940","236,976","2,614","30,361","4,504","12,880","34,933",107,"7,659","52,829","21,670","7,239","60,986","1,011"
98,               Sea and inland port facilities,"6,357,079","91,218","148,143",0,"3,222","1,479,848",0,911,"57,957",0,"525,391","338,836","79,955","2,244","14,141","16,438",12,0,"32,554","302,752","5,552","215,654","105,060","4,674","58,952","53,481","2,817","1,311",0,0,110,"43,939",0,"322,773","68,923",0,"33,574","9,539","153,028","14,665","2,720","372,039",0,"1,252","598,879",0,0,"596,446","573,334",916,"23,819",0
99,     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,               Police protection,"113,644,846","1,283,440","365,305","2,454,185","677,646","18,875,370","1,890,303","1,179,303","378,957","639,302","8,509,422","2,739,699","482,768","454,311","5,255,868","1,342,060","811,432","864,062","762,165","1,639,119","307,047","2,651,888","2,234,987","2,582,037","1,996,899","771,000","1,789,420","333,103","498,954","1,271,655","420,331","3,527,353","706,090","10,381,172","3,162,344","250,219","3,837,087","1,007,597","1,375,220","3,876,566","452,341","1,305,492","212,291","1,957,167","8,149,098","769,997","193,719","2,494,461","2,056,132","394,610","1,850,700","223,152"
101,               Fire protection,"50,403,849","515,228","241,144","1,209,179","306,810","8,500,946","1,021,299","626,552","38,585","281,620","4,030,212","1,168,448","256,778","227,683","2,653,956","846,833","273,313","352,336","390,354","764,186","167,491","1,179,440","1,297,007","982,962","489,375","296,086","881,909","136,519","259,926","551,206","257,394","1,010,452","338,265","3,943,729","1,046,392","121,014","2,031,342","619,553","778,185","843,421","331,269","559,885","68,676","771,021","3,396,724","330,117","69,362","1,372,019","1,627,628","123,667","720,382","95,969"
102,               Correction,"79,360,627","734,305","323,921","1,704,164","511,683","14,624,717","1,325,506","622,077","327,693","197,189","4,555,977","2,118,288","228,515","419,201","2,113,677","1,056,387","442,174","542,320","883,652","1,069,961","247,048","1,935,543","1,452,153","2,480,828","1,034,326","516,966","945,969","258,364","514,541","772,971","225,981","2,145,617","718,272","6,523,051","1,953,641","222,362","2,074,916","776,718","1,305,108","3,735,909","210,109","743,215","185,258","1,118,480","6,326,404","569,377","141,148","2,647,991","1,730,875","355,002","1,492,977","198,100"
103,                    Capital outlay,"2,262,391","15,172","2,698","32,575","18,890","591,773","22,067","2,675","2,547","3,176","67,797","65,429","3,420","17,011","25,402","17,399","1,254","20,524","19,914","42,569","8,129","54,134","51,020","8,496","11,016","12,446","10,659","5,859","4,867","28,519","28,615","49,020","5,034","194,293","45,025","69,247","123,560","37,767","42,964","49,320","4,871","10,852","1,786","14,894","142,348","48,535","1,130","75,475","87,227","10,123","51,930",938
104,               Protective inspection and regulation,"14,394,997","153,180","38,170","201,923","95,081","4,469,564","122,753","102,647","68,995","107,253","803,703","159,155","59,887","62,948","258,916","128,952","108,548","95,385","109,634","117,382","48,848","281,636","303,098","453,756","204,401","97,737","105,909","39,324","61,451","188,671","58,589","465,254","59,257","740,294","316,755","44,374","294,771","139,186","361,720","392,048","29,772","136,426","35,239","139,252","862,508","86,609","35,664","299,509","513,855","81,745","216,260","37,003"
105,     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,               Natural resources,"32,000,566","260,274","369,235","488,095","337,645","7,114,661","575,816","213,187","88,171","83,164","4,024,615","565,281","157,341","324,796","634,555","435,962","600,645","283,029","392,748","1,074,775","146,631","645,708","248,103","421,481","870,416","306,106","430,586","332,181","328,356","304,759","65,275","494,498","348,525","663,148","602,241","406,537","421,993","181,505","567,399","796,796","79,555","272,563","209,138","418,617","1,478,761","277,528","107,772","322,487","1,188,792","236,165","613,695","189,254"
107,                    Capital outlay,"5,450,457","20,657","14,812","82,372","38,140","1,024,624","93,966","42,796","6,057","6,869","895,409","94,259","44,333","32,035","66,718","51,657","160,612","18,884","24,641","539,388","7,550","117,359","46,891","34,820","135,224","28,379","46,652","15,166","51,440","104,433","6,563","80,589","35,155","138,826","70,631","91,538","39,574","27,304","48,824","73,927","12,633","53,335","16,534","51,807","406,190","35,688","5,691","39,778","261,824","29,352","61,281","17,270"
108,               Parks and recreation,"45,453,800","546,254","128,692","735,955","275,788","6,668,138","1,488,383","264,089","84,525","262,117","3,301,245","1,392,159","361,835","192,182","3,113,758","488,753","359,029","379,536","364,434","763,344","101,798","975,332","504,362","1,398,060","1,343,766","237,306","736,129","109,646","249,144","590,819","117,518","767,164","330,327","3,093,253","1,102,651","404,745","1,551,963","533,214","740,157","1,080,778","83,851","584,314","176,989","641,932","2,721,683","535,875","61,431","1,118,219","1,329,128","213,136","697,570","151,324"
109,                    Capital outlay,"10,623,523","114,492","21,604","74,205","65,339","1,070,370","302,344","30,315","23,039","76,937","733,061","612,234","141,648","41,197","739,963","61,638","50,995","80,614","51,870","164,404","14,233","64,636","115,028","668,463","391,600","48,327","167,982","26,149","80,058","78,745","10,414","181,179","61,013","1,034,884","293,672","141,590","384,477","209,887","134,201","217,299","4,533","80,620","49,742","120,873","722,904","70,802","6,367","195,714","352,919","44,137","165,043","29,763"
110,               Housing and community development,"52,965,862","562,480","294,620","517,661","203,223","8,701,314","1,067,872","788,632","173,508","988,118","2,340,346","1,153,367","288,782","157,760","2,104,980","861,489","255,920","268,763","462,860","657,288","305,060","1,526,931","2,734,226","1,065,412","1,097,445","301,506","711,565","89,043","232,580","288,411","214,776","1,434,129","135,794","6,599,820","1,592,176","83,804","2,017,788","516,779","710,337","2,114,285","266,505","464,551","104,557","832,895","1,998,064","363,667","158,871","1,187,323","1,458,966","140,177","336,195","33,241"
