Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2021,Montana,104514,1400581,192599,219160,285462,257979,1009979,3361393,275240,0,1229,111587,206753,42767,66065,105194,116724,2768512,390801,186059,68077,143550,1025878,458352,43576,6366,121972,239269,0,2735,162852,45441,307824,151190,374408,63810,2631,120913
2021,West Virginia,191434,2054561,264928,275489,472396,498080,1748013,5676964,436931,0,10499,214929,384551,52864,1446,66424,55173,5451123,212776,307835,132508,280919,1501308,361586,82763,5939,68171,347735,227,0,130894,72081,760000,587885,468991,32021,9636,102146
2021,Missouri,699464,7350626,648060,643426,888414,1149625,2877001,16528316,718550,0,1382194,836582,1773777,277129,31335,167329,70571,11031271,397548,673739,239625,1319504,6130430,3159377,129817,19687,712103,2707894,118330,5418,1318477,559311,3622406,5115031,2092906,43871,731,0
2021,Illinois,2546509,29426356,2717034,1586008,2387783,8607474,8986211,42254651,1978870,0,1327591,2567351,7472835,893389,9339,528440,48575,31599028,683525,2259985,923659,1735410,20770307,2930502,238966,77890,1890200,8883366,240453,8372,2772845,4598288,12035067,5020743,5971534,41953,17346,0
2021,Michigan,999071,15567878,1638701,1543611,2441235,5645685,5854580,32193771,1302676,0,1169793,1291890,2755787,468813,88517,561952,6383,21135380,446081,937003,207113,3280267,9915810,4748056,478855,34139,570972,3513305,0,691,1336347,704811,5646571,6252587,2918862,368976,0,1180521
2021,Maryland,1196655,8299516,1479960,1060252,1982631,2092769,3015837,23448249,1264087,45896,73388,2353637,2473746,193720,39027,792541,84989,16894347,789724,707147,624545,1649372,6075862,3082484,370650,47067,286983,3887971,5776,138556,1441697,2328846,4726838,444050,3148625,154555,3043,265775
2021,Tennessee,582766,5185306,1381923,871810,1235780,1309416,2731359,16091547,1046043,0,5909525,1138371,1623154,146171,37297,496871,0,13713400,541654,644226,392820,1030069,3875890,2323064,152445,13691,792935,8549496,961774,1708,894102,296275,2878659,4381146,2303915,108226,6161,0
2021,Wisconsin,760005,8311148,822752,730867,1646360,1662965,4020460,20049011,574633,0,1236814,392390,1449251,311757,17580,488152,0,15674907,734040,1060708,416435,1376197,6648183,2006969,281737,63892,313687,2397543,1046,22694,872242,336932,2590680,2745032,1991580,170020,41775,0
2021,Delaware,89680,1197820,121595,200053,376554,346559,803913,4575434,298685,0,293316,219041,317908,39034,0,118558,4605,3150257,82941,165841,95914,158506,846656,588682,100743,11648,8189,581916,0,10532,45669,167004,590702,76136,394105,179416,0,0
2021,Massachusetts,506077,18226282,1515442,1154863,1632536,9067371,3407533,26118595,1304649,167551,1317046,3558513,3215327,345560,18448,445836,43000,27157443,337067,487273,981830,1476042,8948360,2367782,356073,17768,813604,7311309,43902,110829,1433991,4434920,9537833,1735883,2463847,297044,5853,0
2021,Arkansas,273815,3360351,519099,262528,537914,385148,2196465,9274145,832886,0,437578,254668,564322,99476,42336,252260,13483,7924204,285575,274997,41223,344620,2961720,428780,108104,2660,113060,994160,1420,4173,334713,36063,527887,1578924,730710,109230,1516,0
2021,South Dakota,166462,1030071,185014,110375,231445,71481,1212779,2694017,348936,0,172889,113648,196782,32524,38259,62080,1282,1747405,169181,95650,64244,124257,957308,189699,41249,6326,100805,397991,10235,0,85631,29853,414015,136788,245154,19078,6843,14350
2021,Virginia,1159134,9138510,1338039,1113611,3018432,2215437,6894638,29529900,1673182,0,394213,1498340,2313024,367437,14482,801763,4946,19679425,342630,848674,1119637,1752822,6918127,3062070,333699,63290,964942,3706934,203673,479415,1674572,1771009,3881227,5171940,2911824,147576,92301,897448
2021,Connecticut,264482,7495668,349412,682771,879171,2399034,2157939,14639383,643679,0,309030,792600,2138865,182257,3625,279388,22978,3846724,172639,667034,117274,574288,5073656,1296795,106321,51734,32374,1649048,19563,1229,604643,971044,4727388,1667819,1307453,21800,27078,0
2021,Iowa,418125,4159302,669040,390834,492994,710951,3147658,11846105,478345,0,489452,427941,639131,158322,75938,364213,9500,7677534,535960,280460,127418,832040,3438851,513992,117775,20841,139817,1371766,93548,24,299391,119725,1838173,4880518,946948,46016,1980,297161
2021,New York,3136996,57284452,3344801,4938497,6097247,17994604,12093500,92005319,4077320,0,7095592,8116705,14871096,1173630,50434,3896368,1518195,84379706,573988,1389042,1503889,4216597,37771653,8398813,737285,99814,3231969,34510362,6206,232854,4133491,24063764,24785631,20303803,10709817,549042,6979,0
2021,Alaska,127231,1899604,208945,250638,379352,389603,1303421,3251185,408072,0,408563,311649,272310,39074,401285,133604,3130,2653886,363556,299712,83556,139708,1506871,590942,44699,11163,331616,751238,74912,141654,250147,58818,984240,513076,405508,52200,0,6881
2021,North Dakota,266169,1028094,325110,121256,225907,380174,1353548,3424102,281606,0,21987,97949,313312,23596,279394,90706,94913,1766343,468267,110928,63876,132972,553007,372697,70885,26646,140697,371754,136,0,90182,24521,549212,81886,275627,20567,793,0
2021,Minnesota,1376007,9588256,1090115,815716,1167359,3957782,5664946,21026804,1761029,0,1424404,1210873,1580682,236153,29549,498104,12599,18920927,911347,655344,305096,1199500,5617875,1852276,149174,77717,624490,3408710,86639,65766,567069,807552,2993480,2247726,2570716,62683,21545,292813
2021,Florida,4100749,21187400,4972147,2671912,5143835,6709919,12130372,50630154,4373982,0,4341589,2871843,3642704,704931,2166710,3176871,40195,33266197,5021030,1629139,319591,4998680,14437286,8681819,1093098,221942,3620779,11842311,247084,868902,5215336,2281492,12956284,11945825,10587897,388473,13709,0
2021,Kentucky,356991,6602217,1095364,586893,903404,1792765,2260365,12826856,497060,0,551637,456504,1399023,354700,54918,238974,140410,15934062,433573,558455,87418,1455488,4669042,1085975,152468,32638,366735,2119158,275013,30112,455108,197144,1017611,3210251,1047006,125290,54887,0
2021,California,7109236,110711536,20760783,9247820,17995178,35776188,23767005,159872919,4974509,7558708,12543932,10545080,17478625,1715881,1277243,4070634,1112549,151467254,7804895,8176922,792769,10586419,66264091,31689948,5497676,502384,5094272,54966983,288594,1050312,11290539,21373674,21149017,36486905,24897685,243482,25615,0
2021,Texas,3418912,37660768,10641368,3885280,6298999,15730683,19486423,101148033,3242991,0,6873219,2957613,10418092,686346,41339,1787419,370871,51470872,2547270,3044365,1134925,5205738,21559214,13086545,1007700,35609,2290066,21006979,572938,748374,4494729,2919454,9749681,24503241,9828631,265992,371887,0
2021,South Carolina,647632,5098982,1197065,516151,802051,1269758,2208159,16900075,631824,0,2056543,566717,933387,190859,6955,509579,88653,8944609,271127,808816,273326,860182,3740571,1901974,177980,65520,173279,3556561,236244,493623,702874,66709,1652213,8043602,1411790,89998,2437,0
2021,United States Total,47553587,556562145,82729791,52416687,86905847,176945449,206435893,1143137317,54784664,8760781,77859647,65005887,112695235,13583969,5529760,29778671,7917197,862254550,36632623,44035638,17357113,67987201,362938718,140278217,17048730,2177280,33356115,257360144,6259717,6785905,61230685,90510988,195154025,236872712,134976395,6269700,989108,10505365
2021,Wyoming,150257,1054912,143690,128190,212052,175717,742484,3234889,196982,0,90656,20319,51429,36832,22644,88821,169352,914063,223290,200144,73946,83403,709843,635483,38563,420,158469,239718,0,0,81762,5373,1074040,1336859,221969,25051,155,129351
2021,District of Columbia,345910,2036502,409536,231820,275847,1497798,671219,3479917,392780,0,0,636233,663008,82807,0,172217,0,4711332,111503,247842,246128,403613,538704,1335426,131873,32858,0,3755052,0,0,370694,3345516,1208418,302614,668928,37714,0,0
2021,Indiana,531255,4220680,875650,692805,1246008,1519809,3827877,20241762,643218,0,1316780,1140927,1876644,388553,25794,307774,7109,18222297,472778,1071527,188866,1568597,2693762,1501492,137984,15589,275892,2740372,263100,60904,1022771,284842,3515111,6048653,1708408,92113,7657,0
2021,Oklahoma,545354,4562417,1076228,361854,741319,1597401,3058683,11714581,642425,0,1016021,652096,515089,123793,33713,329566,0,7474819,234323,612011,55482,431344,2965016,1565225,178492,13520,192136,2221771,36128,13271,602121,93394,1122142,1612653,1179575,136688,18350,0
2021,New Hampshire,94999,1087098,143760,175440,214647,174805,795539,4568038,597705,0,5839,296674,396310,60751,6815,144201,0,3054316,48801,261747,74852,221236,912293,219630,72654,14708,45697,197687,0,0,312263,48088,867967,73623,486148,40349,4508,620459
2021,Nevada,678089,6366459,1116374,557736,865157,3296875,2103739,7815339,423620,0,116673,385208,964781,117280,26680,38078,0,4847513,330546,369335,147590,583229,3069584,740238,219217,10922,373616,1529817,0,0,645989,296770,981709,1282717,1464959,69267,5105,0
2021,Pennsylvania,1213643,22321175,1801924,2237898,3780327,7969224,10675726,47088012,2348289,0,149209,2514043,4263034,398373,5166,984226,33743,41079078,795178,2026106,1455883,2712743,14318208,6521252,419358,214595,678403,4941944,436688,17461,988501,2554122,4305556,5703624,4983900,102823,7152,2029173
2021,Oregon,747828,9175955,1106725,911819,1603532,2789246,2682729,16896111,1194811,0,765012,1167482,1383475,258486,26454,190404,335659,14355806,756388,1094583,286527,1150289,6051050,2241868,537446,23730,682149,2885719,391,148257,1050404,1013591,2998129,3263650,1650130,138071,6854,521069
